"Our results through the end of the century are generated based on today’s existing property numbers, property values, and related data (Zillow 2017).",,,,,,,,,,,,,,
ZIP Codes are defined by US Census Bureau ZIP Code Tabulation Areas.,,,,,,,,,,,,,,
"In some cases, our underlying source datasets may not reflect all local features such as recently-constructed seawalls and locally-controlled levees. In those cases, the flood-mitigating effects of such structures may not be reflected in the projected degree of flooding.",,,,,,,,,,,,,,
Year,Projection,State,ZIP Code, Homes at Risk ,Value at Risk,Property Tax at Risk, Population currently housed in at risk homes , Total Homes ,Total Value,Total Property Tax, Total Population ,,,
2030,NCAH,ME,04640, 7 ,"$1,014,874","$18,147", 11 ," 1,838 ","$175,756,100","$3,726,569"," 2,261 ",,,
2030,NCAH,ME,03903, 5 ,"$1,895,200","$26,627", 12 ," 3,110 ","$787,267,900","$13,369,189"," 6,211 ",,,
2030,NCAH,ME,04643, 1 ,"$97,324","$1,679", 1 , 938 ,"$40,615,680","$1,707,238"," 1,018 ",,,
2030,NCAH,ME,04072, 9 ,"$2,198,600","$42,696", 19 ," 8,266 ","$1,605,585,800","$40,594,328"," 18,482 ",,,
2030,NCAH,ME,04562, 7 ,"$2,289,200","$19,961", 9 ," 2,319 ","$532,574,700","$5,477,898"," 2,216 ",,,
2030,NCAH,ME,03905, 6 ,"$6,455,400","$103,609", 10 ," 1,175 ","$412,849,700","$6,805,766"," 1,780 ",,,
2030,NCAH,ME,04461, 2 ,"$174,100","$3,351", 4 ," 1,597 ","$127,422,400","$3,360,408"," 3,070 ",,,
2030,NCAH,ME,04854, 6 ,"$2,120,440","$22,265", 9 ," 1,253 ","$302,487,760","$3,690,119"," 1,580 ",,,
2030,NCAH,ME,04558, 1 ,"$617,600","$4,879", 1 , 437 ,"$46,117,543","$904,124", 308 ,,,
2030,NCAH,ME,04096, 4 ,"$1,547,600","$26,402", 9 ," 3,623 ","$1,325,319,700","$27,034,721"," 8,349 ",,,
2030,NCAH,ME,04547, 9 ,"$2,047,400","$20,063", 12 ," 1,180 ","$225,354,000","$2,372,042"," 1,152 ",,,
2030,NCAH,ME,04074, 6 ,"$1,254,300","$19,970", 13 ," 9,294 ","$2,950,988,900","$59,281,460"," 18,760 ",,,
2030,NCAH,ME,04680, 1 ,"$407,100","$6,860", 1 ," 2,473 ","$73,634,975","$4,262,039"," 1,131 ",,,
2030,NCAH,ME,04634, 1 ,"$83,750","$1,005", 1 ," 1,520 ","$89,756,080","$2,245,550"," 1,923 ",,,
2030,NCAH,ME,04079, 8 ,"$2,888,100","$18,484", 10 ," 3,672 ","$1,212,329,200","$8,617,403"," 3,871 ",,,
2030,NCAH,ME,04606, 1 ,"$112,700","$1,645", 2 ," 1,391 ","$104,193,490","$1,961,702"," 1,272 ",,,
2030,NCAH,ME,04357, 1 ,"$88,700","$1,699", 2 ," 1,850 ","$206,393,589","$4,839,310"," 3,399 ",,,
2030,NCAH,ME,04679, 5 ,"$3,385,900","$43,544", 6 ," 1,655 ","$407,654,200","$7,263,833"," 1,767 ",,,
2030,NCAH,ME,04046, 32 ,"$13,997,100","$118,972", 52 ," 5,789 ","$2,029,025,600","$22,107,051"," 7,496 ",,,
2030,NCAH,ME,04617, 1 ,"$839,900","$4,695", 1 ," 1,153 ","$140,079,100","$2,074,054", 811 ,,,
2030,NCAH,ME,04043, 5 ,"$3,615,900","$57,492", 9 ," 6,676 ","$1,700,066,620","$32,529,681"," 10,810 ",,,
2030,NCAH,ME,04660, 4 ,"$5,354,000","$38,924", 4 ," 1,977 ","$1,242,206,000","$10,242,884"," 1,309 ",,,
2030,NCAH,ME,04576, 3 ,"$1,218,510","$5,898", 2 ," 1,205 ","$130,238,104","$2,900,138", 604 ,,,
2030,NCAH,ME,04543, 1 ,"$502,200","$8,648", 2 ," 1,439 ","$188,007,400","$5,897,717"," 2,218 ",,,
2030,NCAH,ME,04553, 1 ,"$652,300","$11,774", 2 ," 1,508 ","$204,167,919","$5,204,864"," 1,752 ",,,
2030,NCAH,ME,04032, 3 ,"$1,644,400","$25,981", 6 ," 4,159 ","$1,090,062,400","$23,655,980"," 7,879 ",,,
2030,NCAH,ME,04086, 5 ,"$921,700","$16,581", 10 ," 4,632 ","$741,880,015","$18,085,403"," 8,787 ",,,
2030,NCAH,ME,04064, 70 ,"$17,832,600","$280,787", 92 ," 6,148 ","$1,150,550,800","$21,811,741"," 8,212 ",,,
2030,NCAH,ME,04530, 18 ,"$4,684,600","$75,594", 33 ," 5,304 ","$874,030,739","$25,421,965"," 10,818 ",,,
2030,NCAH,ME,04649, 27 ,"$3,847,200","$53,859", 38 ," 1,386 ","$131,771,570","$2,287,357"," 1,370 ",,,
2030,NCAH,ME,04090, 170 ,"$101,227,940","$1,018,345", 188 ," 15,635 ","$2,658,490,970","$30,549,431"," 9,589 ",,,
2030,NCAH,ME,04008, 11 ,"$2,192,300","$36,285", 25 ," 1,509 ","$204,315,880","$4,183,288"," 2,723 ",,,
2030,NCAH,MD,21914, 2 ,"$310,400","$4,435", 4 , 510 ,"$100,930,600","$1,206,407", 765 ,,,
2030,NCAH,MD,21601, 18 ,"$20,579,400","$103,480", 37 ," 10,722 ","$4,726,074,800","$21,641,544"," 23,597 ",,,
2030,NCAH,MD,20625, 2 ,"$192,700","$2,983", 3 , 649 ,"$136,015,100","$1,675,718"," 1,062 ",,,
2030,NCAH,MD,21853, 224 ,"$28,053,300","$307,686", 448 ," 4,435 ","$632,666,900","$9,105,573"," 11,126 ",,,
2030,NCAH,MD,21901, 54 ,"$17,165,100","$217,475", 129 ," 7,301 ","$1,977,740,400","$19,861,206"," 15,875 ",,,
2030,NCAH,MD,21867, 6 ,"$428,700","$4,539", 10 , 91 ,"$5,423,700","$56,847", 114 ,,,
2030,NCAH,MD,21624, 3 ,"$1,317,200","$7,650", 4 , 87 ,"$47,128,800","$243,610", 143 ,,,
2030,NCAH,MD,21613, 550 ,"$167,269,300","$1,784,104"," 1,033 "," 9,393 ","$1,635,135,700","$14,998,108"," 17,330 ",,,
2030,NCAH,MD,20615, 17 ,"$5,321,600","$57,349", 34 , 239 ,"$71,021,100","$812,297", 405 ,,,
2030,NCAH,MD,20626, 5 ,"$1,578,200","$15,163", 8 , 340 ,"$79,409,300","$737,735", 373 ,,,
2030,NCAH,MD,20688, 10 ,"$789,500","$9,549", 14 ," 1,108 ","$468,830,300","$4,475,303"," 1,828 ",,,
2030,NCAH,MD,21811, 328 ,"$116,909,400","$929,261", 496 ," 16,440 ","$4,034,956,700","$33,148,951"," 22,550 ",,,
2030,NCAH,MD,21863, 23 ,"$6,603,000","$50,730", 48 ," 2,912 ","$405,764,200","$3,538,391"," 5,029 ",,,
2030,NCAH,MD,21869, 27 ,"$3,889,800","$46,470", 48 , 983 ,"$109,210,900","$939,119"," 1,006 ",,,
2030,NCAH,MD,21871, 218 ,"$23,669,700","$261,056", 411 ," 1,781 ","$198,714,000","$2,190,051"," 2,124 ",,,
2030,NCAH,MD,21866, 65 ,"$4,771,100","$53,055", 69 , 72 ,"$5,236,600","$58,231", 78 ,,,
2030,NCAH,MD,21622, 174 ,"$27,982,900","$305,457", 275 , 716 ,"$66,556,300","$599,905", 558 ,,,
2030,NCAH,MD,21627, 23 ,"$2,510,600","$24,325", 15 , 25 ,"$2,873,000","$27,263", 18 ,,,
2030,NCAH,MD,21652, 20 ,"$8,847,000","$53,945", 24 , 157 ,"$67,862,200","$382,740", 183 ,,,
2030,NCAH,MD,21653, 1 ,"$839,900","$2,462", 1 , 66 ,"$22,313,600","$104,806", 114 ,,,
2030,NCAH,MD,21645, 1 ,"$438,900","$9,252", 2 , 724 ,"$221,070,100","$2,475,969"," 1,039 ",,,
2030,NCAH,MD,21222, 24 ,"$6,994,700","$91,936", 57 ," 20,332 ","$2,972,789,200","$44,017,645"," 55,786 ",,,
2030,NCAH,MD,20650, 35 ,"$14,132,900","$142,821", 86 ," 6,078 ","$2,144,530,700","$17,478,213"," 13,717 ",,,
2030,NCAH,MD,20736, 4 ,"$1,429,100","$14,717", 12 ," 3,697 ","$1,333,502,700","$12,785,346"," 8,904 ",,,
2030,NCAH,MD,21623, 1 ,"$398,200","$1,724", 2 ," 1,211 ","$239,452,700","$1,916,275"," 2,111 ",,,
2030,NCAH,MD,20618, 4 ,"$1,551,600","$11,141", 9 , 404 ,"$91,203,500","$836,122", 607 ,,,
2030,NCAH,MD,21856, 20 ,"$3,974,600","$54,266", 41 , 884 ,"$82,309,700","$811,629"," 1,035 ",,,
2030,NCAH,MD,21677, 99 ,"$42,324,900","$454,416", 176 , 320 ,"$88,250,700","$910,800", 440 ,,,
2030,NCAH,MD,20684, 6 ,"$2,693,900","$26,918", 13 , 591 ,"$238,695,200","$1,609,383"," 1,125 ",,,
2030,NCAH,MD,20687, 42 ,"$11,947,900","$133,850", 54 , 340 ,"$94,170,300","$742,625", 313 ,,,
2030,NCAH,MD,21405, 1 ,"$731,600","$5,812", 2 , 410 ,"$295,346,800","$2,287,999", 544 ,,,
2030,NCAH,MD,20754, 7 ,"$3,815,700","$42,940", 20 ," 2,737 ","$1,087,974,700","$10,606,402"," 6,951 ",,,
2030,NCAH,MD,21664, 1 ,"$112,100","$1,068", 2 , 146 ,"$15,811,200","$152,066", 539 ,,,
2030,NCAH,MD,21817," 1,616 ","$118,348,500","$1,854,445"," 2,876 "," 3,543 ","$339,830,700","$5,304,699"," 5,236 ",,,
2030,NCAH,MD,21610, 1 ,"$411,800","$4,719", 1 , 308 ,"$72,831,800","$909,382", 378 ,,,
2030,NCAH,MD,20676, 2 ,"$1,109,100","$10,148", 5 ," 2,084 ","$543,247,900","$5,881,564"," 3,871 ",,,
2030,NCAH,MD,21632, 12 ,"$867,200","$11,308", 28 ," 2,847 ","$413,139,400","$4,571,846"," 6,353 ",,,
2030,NCAH,MD,21230, 9 ,"$5,355,500","$89,789", 17 ," 17,020 ","$6,137,308,200","$74,047,459"," 33,568 ",,,
2030,NCAH,MD,21658, 12 ,"$9,878,600","$75,618", 28 ," 1,884 ","$1,193,086,500","$7,491,728"," 3,862 ",,,
2030,NCAH,MD,21648, 102 ,"$23,170,700","$239,815", 159 , 279 ,"$49,453,400","$451,398", 255 ,,,
2030,NCAH,MD,20693, 1 ,"$339,200","$4,902", 3 , 528 ,"$154,428,700","$1,694,047"," 1,088 ",,,
2030,NCAH,MD,20692, 3 ,"$1,561,000","$17,575", 7 , 543 ,"$152,961,200","$1,478,555"," 1,051 ",,,
2030,NCAH,MD,21631, 41 ,"$10,498,900","$141,253", 92 ," 1,467 ","$242,867,200","$2,391,811"," 2,731 ",,,
2030,NCAH,MD,20606, 4 ,"$1,313,200","$15,100", 8 , 278 ,"$79,902,700","$780,713", 431 ,,,
2030,NCAH,MD,20662, 10 ,"$4,809,900","$55,060", 24 ," 1,607 ","$300,532,300","$3,474,703"," 2,934 ",,,
2030,NCAH,MD,21654, 100 ,"$52,564,200","$362,304", 127 , 966 ,"$726,508,300","$4,451,798"," 1,236 ",,,
2030,NCAH,MD,21830, 3 ,"$664,900","$6,662", 8 ," 1,738 ","$246,358,300","$2,500,550"," 4,026 ",,,
2030,NCAH,MD,21635, 1 ,"$403,800","$3,909", 2 ," 1,196 ","$290,587,400","$3,323,403"," 2,098 ",,,
2030,NCAH,MD,20645, 2 ,"$1,258,600","$14,282", 4 , 613 ,"$145,482,600","$2,113,053", 857 ,,,
2030,NCAH,MD,21403, 72 ,"$61,494,300","$454,653", 151 ," 12,351 ","$5,515,208,300","$39,073,232"," 30,269 ",,,
2030,NCAH,MD,21810, 2 ,"$854,900","$9,653", 4 , 395 ,"$43,197,700","$415,830", 487 ,,,
2030,NCAH,MD,20621, 2 ,"$449,800","$4,904", 4 , 938 ,"$166,916,100","$1,647,704"," 1,373 ",,,
2030,NCAH,MD,21032, 11 ,"$8,375,800","$66,534", 27 ," 4,042 ","$1,737,502,700","$12,587,671"," 8,848 ",,,
2030,NCAH,MD,21801, 92 ,"$19,111,700","$305,716", 210 ," 11,774 ","$2,636,356,400","$25,402,973"," 29,961 ",,,
2030,NCAH,MD,21679, 3 ,"$2,863,400","$13,256", 8 , 237 ,"$82,417,100","$431,675", 483 ,,,
2030,NCAH,MD,21915, 10 ,"$5,222,900","$57,625", 19 ," 1,850 ","$449,674,800","$5,001,325"," 3,030 ",,,
2030,NCAH,MD,21851, 107 ,"$13,440,900","$160,303", 230 ," 4,408 ","$568,657,600","$6,395,091"," 7,315 ",,,
2030,NCAH,MD,21078, 87 ,"$22,483,100","$230,589", 194 ," 8,323 ","$2,266,136,600","$16,893,769"," 17,603 ",,,
2030,NCAH,MD,21085, 3 ,"$944,800","$9,690", 7 ," 7,313 ","$1,684,588,600","$10,606,053"," 16,171 ",,,
2030,NCAH,MD,21675, 73 ,"$6,031,700","$64,431", 74 , 212 ,"$9,917,100","$101,730", 105 ,,,
2030,NCAH,MD,20764, 20 ,"$5,982,100","$30,233", 43 ," 2,466 ","$659,572,300","$3,442,784"," 4,176 ",,,
2030,NCAH,MD,21219, 152 ,"$56,260,400","$665,706", 374 ," 3,811 ","$939,894,100","$11,712,829"," 9,379 ",,,
2030,NCAH,MD,21401, 4 ,"$3,988,800","$31,685", 8 ," 17,256 ","$10,964,264,800","$50,319,926"," 36,012 ",,,
2030,NCAH,MD,20778, 2 ,"$1,455,600","$6,087", 5 , 980 ,"$383,153,500","$2,345,294"," 2,009 ",,,
2030,NCAH,MD,21012, 12 ,"$8,788,900","$69,815", 31 ," 8,610 ","$3,782,742,600","$26,686,011"," 21,317 ",,,
2030,NCAH,MD,21661, 57 ,"$21,756,700","$268,821", 84 ," 2,057 ","$529,545,600","$6,350,555"," 2,653 ",,,
2030,NCAH,MD,21672, 193 ,"$13,106,400","$140,458", 215 , 337 ,"$17,962,800","$145,887", 241 ,,,
2030,NCAH,MD,21673, 19 ,"$15,529,600","$77,187", 41 ," 1,562 ","$538,562,400","$3,004,161"," 3,136 ",,,
2030,NCAH,MD,21676, 3 ,"$1,520,100","$7,677", 5 , 294 ,"$98,889,100","$561,592", 398 ,,,
2030,NCAH,MD,21678, 1 ,"$284,000","$3,391", 2 ," 1,417 ","$327,920,300","$3,228,410"," 2,301 ",,,
2030,NCAH,MD,21665, 11 ,"$9,375,100","$46,441", 16 , 236 ,"$117,626,200","$634,407", 287 ,,,
2030,NCAH,MD,21651, 7 ,"$1,645,600","$13,829", 16 ," 1,367 ","$245,679,100","$2,357,891"," 2,898 ",,,
2030,NCAH,MD,21666, 36 ,"$14,567,000","$81,634", 87 ," 6,142 ","$2,345,421,100","$14,855,131"," 12,309 ",,,
2030,NCAH,MD,21662, 9 ,"$12,307,500","$63,519", 12 , 423 ,"$316,697,500","$1,681,312", 555 ,,,
2030,NCAH,MD,21663, 27 ,"$20,701,800","$124,207", 41 ," 2,222 ","$1,190,697,000","$6,987,005"," 3,308 ",,,
2030,NCAH,MD,21669, 82 ,"$23,284,200","$246,072", 82 , 206 ,"$42,294,600","$420,007", 229 ,,,
2030,NCAH,MD,21671, 18 ,"$5,744,000","$30,481", 22 , 826 ,"$236,544,000","$1,298,533", 756 ,,,
2030,NCAH,MD,21162, 4 ,"$1,112,600","$12,813", 10 ," 1,842 ","$666,205,500","$7,254,829"," 3,655 ",,,
2030,NCAH,MD,21220, 212 ,"$83,506,000","$1,068,327", 509 ," 12,711 ","$3,203,789,700","$40,307,375"," 39,199 ",,,
2030,NCAH,MD,21903, 22 ,"$9,135,700","$101,142", 48 ," 2,421 ","$634,659,700","$7,643,985"," 5,687 ",,,
2030,NCAH,MD,21919, 17 ,"$7,981,100","$87,277", 27 ," 3,463 ","$555,485,800","$5,971,944"," 3,467 ",,,
2030,NCAH,MD,21620, 16 ,"$8,448,700","$136,899", 30 ," 6,789 ","$1,853,951,200","$19,502,556"," 12,853 ",,,
2030,NCAH,MD,21921, 23 ,"$8,707,500","$98,824", 58 ," 16,049 ","$3,785,149,200","$44,649,635"," 44,471 ",,,
2030,NCAH,MD,21629, 12 ,"$3,228,000","$35,438", 28 ," 4,407 ","$968,793,500","$9,683,183"," 9,555 ",,,
2030,NCAH,MD,21639, 2 ,"$240,800","$2,295", 5 ," 1,832 ","$288,359,800","$3,520,008"," 4,408 ",,,
2030,NCAH,MD,21634, 176 ,"$32,627,000","$361,660", 175 , 414 ,"$71,127,600","$756,439", 305 ,,,
2030,NCAH,MD,21638, 47 ,"$13,047,800","$93,616", 105 ," 2,444 ","$975,679,300","$6,555,521"," 4,934 ",,,
2030,NCAH,MD,21643, 6 ,"$2,173,600","$22,384", 14 ," 3,096 ","$413,553,600","$3,697,803"," 5,979 ",,,
2030,NCAH,MD,21619, 34 ,"$19,577,300","$175,891", 73 ," 3,341 ","$1,145,588,200","$7,981,327"," 5,848 ",,,
2030,NCAH,MD,21647, 6 ,"$4,311,200","$20,931", 9 , 237 ,"$77,972,500","$425,650", 289 ,,,
2030,NCAH,MD,21625, 1 ,"$324,400","$2,145", 3 ," 1,294 ","$257,181,200","$1,363,969"," 2,719 ",,,
2030,NCAH,MD,21628, 1 ,"$332,500","$1,494", 2 , 197 ,"$35,585,600","$280,647", 556 ,,,
2030,NCAH,MD,21822, 15 ,"$5,515,100","$69,915", 35 , 955 ,"$136,655,300","$1,424,544"," 1,930 ",,,
2030,NCAH,MD,21865, 49 ,"$7,272,300","$91,314", 81 , 488 ,"$40,847,900","$425,789", 470 ,,,
2030,NCAH,MD,21829, 3 ,"$382,000","$2,818", 6 , 346 ,"$27,340,200","$215,733", 527 ,,,
2030,NCAH,MD,21864, 4 ,"$369,700","$3,207", 8 , 516 ,"$36,478,500","$274,741", 611 ,,,
2030,NCAH,MD,21837, 10 ,"$2,086,900","$20,019", 23 ," 1,632 ","$164,897,600","$1,523,215"," 2,614 ",,,
2030,NCAH,MD,21838, 207 ,"$27,719,300","$306,119", 401 ," 1,472 ","$131,100,600","$1,442,920"," 1,736 ",,,
2030,NCAH,MD,21840, 24 ,"$5,448,200","$68,438", 33 , 635 ,"$48,914,300","$525,199", 375 ,,,
2030,NCAH,MD,21814, 13 ,"$2,589,200","$32,978", 22 , 441 ,"$28,065,700","$270,161", 380 ,,,
2030,NCAH,MD,21824, 172 ,"$11,080,000","$123,210", 188 , 303 ,"$16,651,200","$185,161", 198 ,,,
2030,NCAH,MD,20664, 39 ,"$12,508,100","$164,055", 84 ," 1,706 ","$515,992,900","$6,838,479"," 2,987 ",,,
2030,NCAH,MD,20674, 164 ,"$66,141,800","$638,807", 266 , 680 ,"$258,502,200","$1,876,954", 830 ,,,
2030,NCAH,MD,20685, 183 ,"$7,758,400","$90,888", 473 ," 3,196 ","$842,921,100","$9,471,478"," 6,471 ",,,
2030,NCAH,MD,20686, 1 ,"$871,500","$10,976", 2 , 44 ,"$53,986,700","$145,533"," 1,332 ",,,
2030,NCAH,MD,20690, 14 ,"$4,727,400","$47,419", 28 , 437 ,"$140,628,600","$1,523,134", 740 ,,,
2030,NCAH,MD,20751, 29 ,"$12,783,800","$35,997", 61 ," 1,355 ","$435,924,300","$2,311,363"," 2,343 ",,,
2030,NCAH,MD,20732, 97 ,"$26,812,900","$281,539", 243 ," 4,756 ","$1,322,510,500","$12,714,008"," 9,919 ",,,
2030,NCAH,MD,20733, 3 ,"$1,260,600","$10,014", 7 ," 1,310 ","$342,170,300","$2,438,641"," 2,672 ",,,
2030,NCAH,MD,20714, 8 ,"$2,765,800","$28,209", 16 ," 2,329 ","$572,862,500","$5,592,120"," 4,345 ",,,
2030,NCAH,MD,20619, 2 ,"$818,100","$8,869", 5 ," 5,455 ","$1,543,053,500","$14,782,812"," 10,503 ",,,
2030,NCAH,MD,20624, 1 ,"$201,800","$1,604", 3 , 538 ,"$137,331,800","$1,307,305"," 1,282 ",,,
2030,NCAH,MD,20628, 1 ,"$569,400","$7,125", 2 , 330 ,"$99,381,600","$1,044,004", 594 ,,,
2030,NCAH,MD,20637, 2 ,"$999,500","$12,156", 6 ," 2,367 ","$726,457,900","$8,871,408"," 5,423 ",,,
2030,NCAH,MD,20640, 3 ,"$740,100","$14,138", 8 ," 4,129 ","$769,086,600","$10,301,322"," 10,438 ",,,
2030,NCAH,MD,20657, 87 ,"$15,205,400","$181,930", 229 ," 11,001 ","$2,409,392,600","$24,951,533"," 20,483 ",,,
2030,NCAH,MD,20659, 65 ,"$22,880,400","$212,621", 187 ," 9,779 ","$2,443,277,600","$22,584,815"," 23,498 ",,,
2030,NCAH,MD,20609, 9 ,"$3,111,500","$28,030", 18 , 802 ,"$176,357,500","$1,620,794"," 1,120 ",,,
2030,NCAH,MD,21617, 3 ,"$1,838,200","$8,607", 7 ," 4,662 ","$1,577,357,700","$10,933,206"," 9,907 ",,,
2030,NCAH,MD,21037, 56 ,"$27,355,300","$178,461", 136 ," 9,625 ","$4,053,909,400","$25,194,714"," 20,618 ",,,
2030,NCAH,MD,21122, 31 ,"$16,044,800","$124,547", 82 ," 24,368 ","$7,911,806,200","$53,163,939"," 60,576 ",,,
2030,NCAH,MD,21060, 1 ,"$228,100","$1,812", 2 ," 12,901 ","$3,632,056,700","$19,309,496"," 29,223 ",,,
2030,NCAH,MD,21146, 20 ,"$18,755,400","$148,985", 54 ," 10,710 ","$5,672,936,100","$38,637,517"," 26,705 ",,,
2030,NCAH,MD,21626, 94 ,"$8,534,900","$86,977", 92 , 211 ,"$13,602,800","$128,336", 120 ,,,
2030,NCAH,MD,20636, 12 ,"$6,873,600","$70,200", 31 ," 4,699 ","$1,475,163,500","$12,997,546"," 9,937 ",,,
2030,NCAH,MD,21409, 13 ,"$13,026,900","$103,480", 34 ," 8,043 ","$3,784,808,300","$25,425,186"," 20,064 ",,,
2030,NCAH,MD,21659, 9 ,"$1,378,900","$10,636", 20 , 710 ,"$92,104,800","$891,160"," 1,551 ",,,
2030,NCAH,MD,20765, 1 ,"$800,400",$682, 2 , 333 ,"$110,618,800","$280,130", 514 ,,,
2030,NCAH,MD,21612, 8 ,"$6,777,300","$40,758", 10 , 346 ,"$238,034,200","$1,321,314", 492 ,,,
2030,NCAH,MD,20653, 16 ,"$5,435,700","$59,167", 38 ," 7,659 ","$2,343,267,100","$23,003,594"," 24,481 ",,,
2030,NCAH,MD,20616, 4 ,"$2,691,700","$30,737", 11 ," 2,856 ","$575,325,300","$6,848,483"," 5,857 ",,,
2030,NCAH,MD,20632, 1 ,"$181,300","$2,863", 3 , 192 ,"$41,076,700","$563,619", 347 ,,,
2030,NCAH,MD,21841, 7 ,"$1,838,100","$12,671", 15 , 639 ,"$119,226,900","$589,815", 860 ,,,
2030,NCAH,MD,21842," 7,061 ","$1,762,004,300","$25,484,301"," 2,379 "," 35,625 ","$10,136,527,000","$130,829,093"," 11,089 ",,,
2030,NCAH,MD,21009, 1 ,"$533,100",$140, 3 ," 11,537 ","$2,853,705,400","$12,202,978"," 29,766 ",,,
2030,NCAH,MD,21821, 134 ,"$13,815,900","$151,425", 181 ," 1,117 ","$113,342,400","$1,239,771", 991 ,,,
2030,NCAH,MD,21001, 1 ,"$536,700",$216, 2 ," 8,846 ","$2,992,192,800","$11,962,120"," 21,487 ",,,
2030,NCAH,MD,21861, 4 ,"$1,058,500","$10,601", 9 , 564 ,"$44,097,600","$427,060", 757 ,,,
2030,NCAH,MD,20678, 26 ,"$3,732,400","$44,174", 67 ," 5,247 ","$1,917,475,700","$15,072,816"," 11,045 ",,,
2030,NCAH,MD,20711, 2 ,"$824,000","$6,545", 5 ," 1,979 ","$722,877,400","$4,765,632"," 6,643 ",,,
2030,NCAH,MD,20639, 6 ,"$3,214,600","$38,448", 18 ," 5,988 ","$2,061,800,200","$20,679,435"," 14,227 ",,,
2030,NCAH,MD,21813, 25 ,"$9,764,700","$77,858", 53 ," 1,997 ","$444,816,900","$3,400,619"," 2,852 ",,,
2030,NCAH,MD,21221, 25 ,"$8,075,500","$103,874", 58 ," 13,832 ","$2,771,825,200","$37,176,453"," 42,154 ",,,
2030,NCAH,MD,21655, 24 ,"$6,150,700","$75,064", 56 ," 2,284 ","$408,263,400","$4,243,416"," 5,009 ",,,
2030,NCAH,MD,21237, 1 ,"$312,700","$5,121", 2 ," 9,819 ","$2,892,839,700","$35,563,177"," 30,059 ",,,
2030,NCAH,MD,20779, 2 ,"$821,900","$6,529", 4 , 699 ,"$233,143,300","$1,624,137"," 1,182 ",,,
2030,NCAH,MD,20680, 16 ,"$6,008,100","$58,639", 31 , 699 ,"$189,896,900","$1,800,770"," 1,119 ",,,
2030,NCAH,MD,20622, 1 ,"$256,100","$2,699", 3 ," 1,815 ","$581,142,500","$6,043,134"," 4,900 ",,,
2030,NCAH,MD,21140, 1 ,"$781,200","$6,206", 3 ," 1,469 ","$618,183,400","$4,622,518"," 3,457 ",,,
2030,NCAH,MA,02575, 1 ,"$2,799,900","$16,715", 1 ," 2,766 ","$2,096,371,468","$14,728,043"," 2,725 ",,,
2030,NCAH,MA,02666, 3 ,"$3,201,600","$22,347", 2 ," 2,067 ","$1,096,493,490","$8,349,453", 828 ,,,
2030,NCAH,MA,02719, 32 ,"$8,528,200","$102,681", 67 ," 7,776 ","$1,626,250,866","$25,785,490"," 15,873 ",,,
2030,NCAH,MA,01952, 457 ,"$150,005,600","$1,788,065", 826 ," 4,913 ","$1,253,134,029","$18,669,929"," 8,283 ",,,
2030,NCAH,MA,02659, 1 ,"$575,600","$2,895", 1 ," 1,424 ","$622,537,500","$3,448,955"," 1,108 ",,,
2030,NCAH,MA,01951, 13 ,"$4,817,200","$52,654", 25 ," 2,276 ","$844,492,086","$9,636,421"," 3,558 ",,,
2030,NCAH,MA,02652, 2 ,"$1,360,400","$9,496", 1 ," 1,310 ","$571,123,200","$4,580,460"," 1,175 ",,,
2030,NCAH,MA,02109, 140 ,"$287,079,870","$703,221", 193 ," 1,905 ","$1,300,956,890","$23,201,046"," 3,771 ",,,
2030,NCAH,MA,02568, 2 ,"$1,817,200","$16,555", 3 ," 3,519 ","$2,311,460,022","$23,949,239"," 4,000 ",,,
2030,NCAH,MA,02539, 8 ,"$60,665,700","$215,363", 6 ," 6,750 ","$6,818,461,756","$28,213,765"," 4,067 ",,,
2030,NCAH,MA,01985, 2 ,"$1,862,400","$27,098", 5 ," 1,980 ","$829,642,792","$12,496,454"," 4,235 ",,,
2030,NCAH,MA,02641, 2 ,"$1,527,200","$9,393", 2 , 631 ,"$423,108,170","$2,873,547", 532 ,,,
2030,NCAH,MA,02713, 1 ,"$697,500","$1,765", 0 , 1 ,"$697,500","$1,765", 52 ,,,
2030,NCAH,MA,02657, 8 ,"$3,599,700","$27,753", 5 ," 4,804 ","$2,178,508,800","$19,252,921"," 2,942 ",,,
2030,NCAH,MA,02673, 4 ,"$4,214,900","$42,234", 5 ," 6,887 ","$1,844,418,400","$20,576,729"," 8,402 ",,,
2030,NCAH,MA,02667, 17 ,"$6,984,700","$47,358", 11 ," 4,493 ","$1,961,187,480","$14,452,741"," 2,580 ",,,
2030,NCAH,MA,02191, 82 ,"$26,337,400","$337,383", 183 ," 3,667 ","$1,019,736,500","$18,546,062"," 8,457 ",,,
2030,NCAH,MA,02738, 2 ,"$924,400","$10,547", 4 ," 3,444 ","$1,301,385,100","$16,676,205"," 4,907 ",,,
2030,NCAH,MA,02557, 10 ,"$7,791,600","$63,501", 10 ," 4,628 ","$2,299,907,600","$21,076,587"," 4,491 ",,,
2030,NCAH,MA,02171, 4 ,"$1,553,400","$22,012", 8 ," 5,957 ","$2,593,698,200","$49,087,869"," 17,711 ",,,
2030,NCAH,MA,02169, 176 ,"$68,069,200","$964,536", 361 ," 15,767 ","$6,032,605,296","$119,187,732"," 55,055 ",,,
2030,NCAH,MA,02125, 1 ,"$592,100",$863, 2 ," 7,106 ","$2,292,791,609","$9,900,897"," 33,295 ",,,
